Sl No,date,day,shift,coursecode,roomno,rollnolist
272,24-09-2025,Wednesday,Morning,ME2102,502,"2401MC52,2401MC55,2401MC58,2401ME01,2401ME04,2401ME05,2401ME06,2401ME07,2401ME08,2401ME09,2401ME11,2401ME12,2401ME13,2401ME14,2401ME15,2401ME16,2401ME17,2401ME20,2401ME21,2401ME22,2401ME23,2401ME24,2401ME25,2401ME26,2401ME27,2401ME28,2401ME29,2401ME30,2401ME31,2401ME32,2401ME33,2401ME34,2401ME35,2401ME36,2401ME37,2401ME38,2401ME39,2401ME41,2401ME42,2401ME43,2401ME44,2401ME45,2401ME46,2401ME48,2401ME49,2401ME50,2401ME51,2401ME52,2401ME53,2401ME55,2401ME56,2401ME57,2401ME58,2401ME59,2401ME60,2401ME61,2401ME62,2401ME63,2401ME64,2401ME65,2401ME66,2401ME67,2401ME68,2401ME69,2401ME70,2401ME71,2401ME72,2401ME73,2401ME74,2401ME75,2401ME76,2401ME77,2401ME78,2401ME79,2401ME81,2401ME82,2402MC12,2402MT01,2402MT02,2402MT04,2402MT05,2402MT06,2402MT07,2402MT08,2402MT09,2403ME01,2403ME02,2403ME03,2403ME04,2403ME05,2403ME06,2403ME07,2403ME08,2403ME09,2403ME10,2403ME11,2403ME12,2403ME13,2403ME14,2403ME15,"
273,24-09-2025,Wednesday,Morning,EE2102,LT001,"2401AI49,2401AI54,2401AI55,2401CS87,2401CS89,2401CS92,2401CS93,2401CS95,2401EC01,2401EC02,2401EC03,2401EC04,2401EC05,2401EC06,2401EC07,2401EC08,2401EC09,2401EC10,2401EC11,2401EC12,2401EC13,2401EC14,2401EC15,2401EC17,2401EC18,2401EC19,2401EC21,2401EC23,2401EC27,2401EC27,2401EC28,2401EC29,2401EC31,2401EC32,2401EC34,2401EC35,2401EC36,2401EC37,2401EC38,2401EC39,2401EC40,2401EC41,2401EC42,2401EC43,2401EC44,2401EC45,2401EC46,2401EC47,2401EC48,2401EC49,"
274,24-09-2025,Wednesday,Morning,CS5102,LT001,"2511AI01,2511AI02,2511AI03,2511AI04,2511AI06,2511AI07,2511AI08,2511AI09,2511AI10,2511AI11,2511AI12,2511AI13,2511AI14,2511AI15,2511AI17,2511AI18,2511AI19,2511AI20,2511AI21,2511AI23,2511AI24,2511AI25,2511AI26,2511AI27,2511AI28,2511AI29,2511AI30,2511AI31,2511AI33,2511AI34,2511AI35,2511AI36,2511AI38,2511AI39,2511AI41,2511AI42,2511AI43,2511AI44,2511AI45,2511AI46,2511AI47,2511AI48,2511AI49,2511AI50,2511AI51,2511AI52,2511AI54,2511AI55,2511AI56,2511AI57,"
275,24-09-2025,Wednesday,Morning,CS5102,LT002,"2511AI58,2511AI60,2511AI61,2511AI62,2511AI63,2511CS01,2511CS02,2511CS03,2511CS04,2511CS06,2511CS07,2511CS08,2511CS09,2511CS10,2511CS11,2511CS12,2511CS13,2511CS14,2511CS15,2511CS17,2511CS18,2511CS19,2511CS20,2511CS22,2511CS23,2511CS24,2511CS25,"
276,24-09-2025,Wednesday,Morning,MA6106,LT002,"2422MA02,2422MA03,2422MA04,2422MA05,2511MC02,2511MC03,2511MC04,2511MC05,2511MC06,2511MC08,2511MC09,2511MC10,2511MC11,2511MC12,2511MC13,2511MC14,2511MC15,2511MC16,2511MC17,2511MC18,2521EE11,2521MA01,2521MA02,2521MA03,2521MA05,2521MA06,2521MA07,"
277,24-09-2025,Wednesday,Morning,CS2104,LT003,"2401AI11,2401AI12,2401AI13,2401AI14,2401AI15,2401AI16,2401AI17,2401AI18,2401AI19,2401AI20,2401AI21,2401AI22,2401AI23,2401AI24,2401AI25,2401AI26,2401AI27,2401AI28,2401AI29,2401AI30,2401AI31,2401AI32,2401AI33,2401AI34,2401AI36,2401AI37,2401AI38,2401AI39,2401AI40,2401AI41,2401AI42,2401AI43,2401AI44,2401AI45,2401AI46,2401AI47,2401AI48,2401AI49,2401AI50,2401AI51,2401AI52,2401AI53,2401AI54,2401AI55,2401AI56,2401CS01,2401CS02,2401CS04,2401CS05,2401CS06,2401CS07,2401CS08,2401CS09,2401CS10,2401CS11,2401CS12,2401CS13,2401CS14,2401CS15,2401CS16,2401CS17,2401CS18,2401CS19,2401CS20,2401CS21,2401CS22,2401CS23,2401CS24,2401CS25,2401CS26,2401CS27,2401CS28,2401CS29,2401CS30,2401CS31,"
278,24-09-2025,Wednesday,Morning,MA472,LT003,"2201AI24,2201AI25,2201AI26,2201AI27,2201AI28,2201AI29,2201AI31,2201AI32,2201AI33,2201AI34,2201AI35,2201AI36,2201AI37,2201AI38,2201AI39,2201AI40,2201AI41,2201AI42,2201AI43,2201AI44,2201AI45,2201AI46,2201AI47,2201AI48,2201AI49,2201AI50,2201AI51,2201AI52,2201AI53,2201AI54,2201AI55,2201AI56,2201AI57,2201CB04,2201CB05,2201CB33,2201CB34,2201CB58,2201CB60,2201CB62,2201CE01,2201CE16,2201CE37,2201CE46,2201CE49,2201CE59,2201CS01,2201CS02,2201CS03,2201CS05,2201CS06,2201CS07,2201CS08,2201CS10,2201CS11,2201CS12,2201CS13,2201CS14,2201CS15,2201CS16,2201CS17,2201CS18,2201CS19,2201CS20,2201CS21,2201CS22,2201CS23,2201CS24,2201CS25,2201CS27,2201CS28,2201CS29,2201CS30,2201CS31,2201CS32,"
279,24-09-2025,Wednesday,Morning,MA472,LT101,"2201CS33,2201CS34,2201CS35,2201CS36,2201CS37,2201CS38,2201CS39,2201CS40,2201CS41,2201CS42,2201CS43,2201CS44,2201CS45,2201CS46,2201CS47,2201CS48,2201CS49,2201CS50,2201CS51,2201CS52,2201CS53,2201CS54,2201CS55,2201CS56,2201CS57,2201CS58,2201CS60,2201CS61,2201CS62,2201CS63,2201CS64,2201CS65,2201CS67,2201CS68,2201CS69,2201CS70,2201CS71,2201CS74,2201CS75,2201CS77,2201CS78,2201CS79,2201CS80,2201CS81,2201CS82,2201CS83,2201CS85,2201CS86,2201CS87,2201CS88,"
280,24-09-2025,Wednesday,Morning,CS2104,LT101,"2401CS32,2401CS33,2401CS34,2401CS35,2401CS36,2401CS37,2401CS38,2401CS39,2401CS40,2401CS41,2401CS42,2401CS43,2401CS44,2401CS45,2401CS46,2401CS47,2401CS48,2401CS49,2401CS50,2401CS51,2401CS52,2401CS53,2401CS54,2401CS55,2401CS56,2401CS57,2401CS58,2401CS59,2401CS60,2401CS61,2401CS62,2401CS63,2401CS64,2401CS65,2401CS66,2401CS67,2401CS68,2401CS69,2401CS70,2401CS71,2401CS72,2401CS73,2401CS74,2401CS75,2401CS76,2401CS77,2401CS78,2401CS79,2401CS80,2401CS81,"
281,24-09-2025,Wednesday,Morning,CS2104,LT102,"2401CS82,2401CS83,2401CS84,2401CS85,2401CS85,2401CS86,2401CS87,2401CS88,2401CS89,2401CS90,2401CS91,2401CS92,2401CS93,2401CS94,2401CS95,2401CS96,2402CS01,2402CS02,2402CS03,2402CS05,2402CS06,2402CS07,2402CS08,2402CS09,2402CS10,2402CS11,2402CS12,2403AI01,2403AI02,2403AI03,2403AI04,2403AI05,2403CS01,2403CS02,2403CS03,2403CS04,2403CS05,"
282,24-09-2025,Wednesday,Morning,EE2102,LT102,"2401EC49,2401EC50,2401EC51,2401EC51,2401EC52,2401EC53,2401EC54,2401EC55,2401EC55,2401EC56,2401EC57,2401EC58,2401EC59,2401EC60,2401EC61,2401EC62,2401EC62,2401EC63,2401EE01,2401EE02,2401EE03,2401EE04,2401EE05,2401EE06,2401EE07,2401EE08,2401EE10,2401EE11,2401EE12,2401EE13,2401EE15,2401EE16,"
283,24-09-2025,Wednesday,Morning,EC5106,LT102,"2421EE15,2511VL01,2511VL04,2511VL05,2511VL06,2511VL07,2511VL08,2511VL09,2521EE02,"
284,24-09-2025,Wednesday,Morning,MA472,LT103,"2201CS89,2201CS90,2201CS91,2201CS93,2201CS94,2201CS95,2201EE10,2201EE28,2201EE32,2201EE39,2201EE57,2201EE66,2201MC01,2201MC02,2201MC03,2201MC04,2201MC05,2201MC06,2201MC07,2201MC08,2201MC09,2201MC10,2201MC11,2201MC12,2201MC14,2201MC15,2201MC16,2201MC18,2201MC19,2201MC20,2201MC22,2201MC24,2201MC25,2201MC26,2201MC28,2201MC29,2201MC30,2201MC32,2201MC33,2201MC34,2201MC35,2201MC36,2201MC38,2201MC39,2201MC40,2201MC42,2201MC43,2201MC44,2201MC45,2201MC46,2201MC47,2201MC48,2201MC49,2201MC50,2201MC51,2201MC52,2201MC53,2201MC54,2201MC55,2201MC56,2201MC57,2201MC58,2201MC59,2201MC60,2201PH01,2201PH02,2201PH05,2201PH10,2201PH12,2201PH15,2201PH25,2201PH26,2201PH27,2201PH28,2201PH29,"
285,24-09-2025,Wednesday,Morning,EE2102,LT103,"2401EE17,2401EE18,2401EE19,2401EE20,2401EE25,2401EE26,2401EE27,2401EE28,2401EE29,2401EE30,2401EE31,2401EE33,2401EE35,2401EE36,2401EE37,2401EE38,2401EE39,2401EE40,2401EE41,2401EE42,2401EE43,2401EE44,2401EE45,2401EE46,2401EE48,2401EE50,2401EE51,2401EE52,2401EE53,2401EE54,2401EE55,2401EE56,2401EE57,2401MC51,2402CM01,2402CM02,2402CM03,2402CM04,2402CM05,2402CM06,2402CM08,2402CM09,2402CM10,2402CS12,2402PC01,2402PC02,2402PC03,2402PC04,2402PC06,2402PC07,2402PC08,2402PC10,2402PC11,2402VL01,2402VL02,2402VL03,2402VL04,2402VL05,2402VL06,2402VL07,2402VL08,2402VL09,2402VL10,2402VL11,2403EC01,2403EC02,2403EC03,2403EC04,2403EC05,2403EE01,2403EE02,2403EE03,2403EE04,2403EE05,2403EE06,"
289,24-09-2025,Wednesday,Morning,CH2102,304,"2403CT02,2403CT03,2403CT04,2403CT05,"
290,24-09-2025,Wednesday,Morning,EC5103,109,"2521EE07,2521EE08,2521EE15,"
291,24-09-2025,Wednesday,Evening,HS1101,102,"2501AI01,2501AI02,2501AI03,2501AI04,2501AI05,2501AI06,2501AI07,2501AI08,2501AI09,2501AI10,2501AI11,2501AI12,2501AI13,2501AI14,2501AI15,2501AI16,2501AI17,2501AI18,2501AI19,2501AI20,2501AI21,2501AI22,2501AI23,2501AI24,2501AI25,2501AI26,2501AI27,2501AI28,2501AI29,2501AI30,2501AI31,2501AI32,2501AI33,2501AI34,2501AI35,2501AI36,2501AI37,2501AI38,2501AI39,2501AI40,2501AI41,2501AI42,2501AI43,2501AI44,2501AI45,2501AI46,2501AI47,2501AI48,2501AI49,2501CB01,2501CB02,2501CB03,2501CB04,2501CB05,2501CB06,2501CB08,2501CB09,2501CB10,2501CB11,2501CB12,2501CB13,2501CB14,2501CB15,2501CB16,2501CB17,2501CB18,2501CB19,2501CB20,2501CB21,2501CB22,2501CB23,2501CB24,2501CB25,2501CB26,2501CB27,2501CB28,2501CB29,2501CB30,2501CB31,2501CB32,"
292,24-09-2025,Wednesday,Evening,HS1101,104,"2501CB33,2501CB34,2501CB35,2501CB36,2501CB38,2501CB39,2501CB40,2501CB41,2501CB42,2501CB43,2501CB44,2501CB45,2501CB46,2501CB47,2501CB48,2501CB49,2501CB50,2501CB51,2501CB52,2501CB53,2501CB54,2501CB55,2501CB56,2501CB58,2501CB59,2501CB60,2501CB61,2501CB62,2501CB63,2501CB64,2501CB65,2501CE01,2501CE02,2501CE03,2501CE04,2501CE05,2501CE06,2501CE07,2501CE08,2501CE09,2501CE10,2501CE11,2501CE12,2501CE13,2501CE14,2501CE15,2501CE16,2501CE17,2501CE18,2501CE19,2501CE20,2501CE21,2501CE22,2501CE23,2501CE24,2501CE25,2501CE26,2501CE27,2501CE28,2501CE29,2501CE30,2501CE31,2501CE32,2501CE33,2501CE34,2501CE35,2501CE36,2501CE37,2501CE38,2501CE39,2501CE40,2501CE41,2501CE42,2501CE43,2501CE44,2501CE45,2501CE46,2501CE47,2501CE48,2501CE49,"
293,24-09-2025,Wednesday,Evening,CE2103,105,"2401CE01,2401CE02,2401CE03,2401CE04,2401CE05,2401CE06,2401CE07,2401CE08,2401CE09,2401CE11,2401CE13,2401CE15,2401CE16,2401CE17,2401CE18,2401CE19,2401CE20,2401CE21,2401CE22,2401CE23,2401CE25,2401CE26,2401CE28,2401CE29,2401CE30,2401CE31,2401CE32,2401CE33,2401CE34,2401CE35,2401CE36,2401CE37,"
294,24-09-2025,Wednesday,Evening,HS1101,107,"2501CE50,2501CE51,2501CE52,2501CE53,2501CE54,2501CE55,2501CE56,2501CE57,2501CE58,2501CE59,2501CE60,2501CE61,2501CE62,2501CE63,2501CE64,2501CE65,2501CE68,2501CE69,2501CS01,2501CS02,2501CS03,2501CS04,2501CS05,2501CS06,2501CS07,2501CS08,2501CS09,2501CS10,2501CS11,2501CS12,2501CS13,2501CS14,2501CS15,2501CS16,2501CS17,2501CS18,2501CS19,2501CS20,2501CS21,2501CS22,2501CS23,2501CS25,2501CS26,2501CS27,2501CS28,2501CS29,2501CS30,2501CS31,2501CS32,2501CS33,2501CS34,2501CS35,2501CS36,2501CS37,2501CS38,2501CS39,2501CS40,2501CS41,2501CS42,2501CS43,2501CS44,2501CS45,2501CS46,2501CS47,2501CS48,2501CS49,2501CS50,2501CS51,2501CS52,2501CS53,2501CS54,2501CS55,2501CS56,2501CS57,2501CS58,2501CS59,2501CS60,2501CS61,2501CS62,2501CS63,"
295,24-09-2025,Wednesday,Evening,CB3104,108,"2301CB01,2301CB02,2301CB03,2301CB04,2301CB05,2301CB06,2301CB07,2301CB08,2301CB09,2301CB10,2301CB11,2301CB13,2301CB14,2301CB15,2301CB16,2301CB17,2301CB19,2301CB21,2301CB22,2301CB23,2301CB24,2301CB26,2301CB27,2301CB28,2301CB30,2301CB31,2301CB32,2301CB33,"
296,24-09-2025,Wednesday,Evening,CE2103,108,"2401CE38,2401CE39,2401CE40,"
297,24-09-2025,Wednesday,Evening,HS1101,109,"2501CS64,2501CS65,2501CS66,2501CS67,2501CS68,2501CS69,2501CS70,2501CS71,2501CS72,2501CS73,2501CS74,2501CS75,2501CS76,2501CS77,2501CS78,2501CS79,2501CS80,2501CS81,2501CS82,2501CS83,2501CS84,2501CS85,2501CS86,2501CS87,2501CS88,2501CS89,2501CT01,2501CT02,2501CT03,2501CT04,2501CT05,2501CT06,2501CT07,2501CT08,2501CT09,2501CT10,2501CT11,2501CT12,2501CT13,2501CT14,2501CT15,2501CT16,2501CT17,2501CT18,2501CT19,2501CT20,2501CT21,2501CT22,2501CT23,2501CT24,2501CT25,2501CT26,2501CT27,2501CT28,2501CT29,2501CT30,2501CT31,2501CT32,2501CT33,2501CT35,2501CT36,2501EC01,2501EC02,2501EC03,2501EC04,2501EC05,2501EC06,2501EC07,2501EC08,2501EC09,2501EC10,2501EC11,2501EC12,2501EC13,2501EC14,2501EC15,2501EC16,2501EC17,2501EC18,2501EC19,"
298,24-09-2025,Wednesday,Evening,MM3104,301,"2301MM02,2301MM03,2301MM04,2301MM05,2301MM06,2301MM07,2301MM08,2301MM09,2301MM10,2301MM11,2301MM12,2301MM13,2301MM15,2301MM17,2301MM18,2301MM19,"
299,24-09-2025,Wednesday,Evening,PH5106,301,"2412PH03,2412PH08,2412PH11,2412PH12,2412PH22,2412PH23,"
300,24-09-2025,Wednesday,Evening,CE5107,301,"2411CE50,2511RE02,2511RE03,2511RE04,"
301,24-09-2025,Wednesday,Evening,CE6111,301,"2521CE01,2521CE03,2521CE06,2521CE08,2521CE12,"
302,24-09-2025,Wednesday,Evening,MM3104,302,"2301MM21,2301MM22,2301MM23,2301MM24,2301MM25,2301MM26,2301MM27,2301MM29,2301MM30,2301MM31,2301MM32,2301MM33,2301MM34,2301MM35,2301MM36,2301MM37,2301MM38,2301MM39,"
303,24-09-2025,Wednesday,Evening,CH3103,302,"2301CT02,2301CT04,2301CT06,2301CT07,2301CT08,2301CT09,2301CT10,2301CT11,2301CT12,2301CT13,2301CT14,2301CT15,2301CT16,2301CT17,2301CT18,2301CT19,2301CT20,2301CT21,"
304,24-09-2025,Wednesday,Evening,MA3104,303,"2301MC04,2301MC05,2301MC07,2301MC08,2301MC09,2301MC10,2301MC11,2301MC12,2301MC13,2301MC14,2301MC15,2301MC16,2301MC17,2301MC18,2301MC19,2301MC20,2301MC21,2301MC22,2301MC23,2301MC24,2301MC25,2301MC26,2301MC28,2301MC29,2301MC30,2301MC31,2301MC32,2301MC33,2301MC34,2301MC35,2301MC36,2301MC37,2301MC38,2301MC39,2301MC40,2301MC41,2301MC42,2301MC43,2301MC44,2301MC45,2301MC46,2301MC47,2301MC49,2301MC50,2301MC51,2301MC52,2301MC53,2301MC54,2301MC55,2301MC57,2301MC58,2301MC59,2301MC60,2301MC61,2302MC01,2302MC02,2302MC03,2302MC04,2302MC05,2302MC06,2302MC07,2302MC09,2302MC10,2302MC11,2302MC12,"
305,24-09-2025,Wednesday,Evening,CH3103,303,"2301CT22,2301CT23,2301CT24,2301CT25,2301CT26,2301CT27,2301CT28,2301CT31,2301CT32,2301CT33,2301CT34,2301CT35,2301CT36,2301CT37,"
306,24-09-2025,Wednesday,Evening,MA4108,304,"2512MA01,2512MA01,2512MA02,2512MA03,2512MA04,2512MA05,2512MA05,2512MA06,2512MA07,2512MA07,2512MA08,2512MA08,2512MA09,2512MA10,2512MA11,2512MA12,2512MA12,2512MA13,2512MA13,2512MA14,2512MA15,"
307,24-09-2025,Wednesday,Evening,PH5105,304,"2412PH09,2412PH10,2412PH16,2412PH20,2412PH21,2412PH24,"
308,24-09-2025,Wednesday,Evening,CB3104,305,"2301CB34,2301CB35,2301CB36,2301CB37,2301CB38,2301CB40,2301CB41,2301CB42,2301CB43,2301CB44,2301CB45,2301CB46,2301CB47,2301CB48,2301CB49,2301CB50,2301CB51,2301CB52,2301CB53,2301CB54,2301CB55,2301CB56,2301CB57,2301CB58,2301CB59,2301CB61,2301CB62,2301CB63,2301CB64,2301CB65,2301CB66,2301CB67,"
309,24-09-2025,Wednesday,Evening,EP3104,308,"2301PH01,2301PH02,2301PH03,2301PH04,2301PH05,2301PH06,2301PH07,2301PH08,2301PH10,2301PH11,2301PH12,2301PH13,2301PH14,2301PH16,2301PH17,2301PH18,2301PH19,2301PH20,2301PH21,2301PH22,2301PH24,2301PH25,2301PH27,2301PH28,2301PH29,2301PH30,2301PH31,2301PH32,"
310,24-09-2025,Wednesday,Evening,PH6124,308,"2421CH02,2422CH01,2422MM02,2422MM04,2422MM05,2422PH01,2521CB02,2521CB08,2521CB13,2521CH01,2521CH02,2521CH03,2521CH04,2521CH05,2521CH06,2521CH07,2521CH08,2521PH01,2521PH04,2521PH06,2521PH07,2521PH08,2521PH09,2521PH12,2521PH13,"
311,24-09-2025,Wednesday,Evening,HS1101,502,"2501EC20,2501EC21,2501EC22,2501EC23,2501EC24,2501EC25,2501EC26,2501EC27,2501EC28,2501EC29,2501EC30,2501EC32,2501EC33,2501EC34,2501EC35,2501EC36,2501EC37,2501EC38,2501EC39,2501EC41,2501EC42,2501EC43,2501EC44,2501EC45,2501EC46,2501EC47,2501EC48,2501EC49,2501EC50,2501EE01,2501EE02,2501EE03,2501EE04,2501EE05,2501EE06,2501EE07,2501EE08,2501EE09,2501EE10,2501EE11,2501EE12,2501EE13,2501EE14,2501EE15,2501EE16,2501EE17,2501EE18,2501EE19,2501EE20,2501EE21,2501EE22,2501EE23,2501EE24,2501EE25,2501EE26,2501EE28,2501EE29,2501EE30,2501EE31,2501EE32,2501EE34,2501EE35,2501EE36,2501EE37,2501EE38,2501EE39,2501EE40,2501EE41,2501EE42,2501EE43,2501EE44,2501EE45,2501ES01,2501ES02,2501ES03,2501ES04,2501ES05,2501ES06,2501ES07,2501ES08,2501ES09,2501ES10,2501ES11,2501ES12,2501ES13,2501ES14,2501ES15,2501ES16,2501ES17,2501ES18,2501ES19,2501ES20,2501ES21,2501ES22,2501MC01,2501MC02,2501MC03,2501MC04,2501MC05,2501MC06,"
312,24-09-2025,Wednesday,Evening,HS1101,LT001,"2501MC07,2501MC08,2501MC09,2501MC10,2501MC11,2501MC12,2501MC13,2501MC14,2501MC15,2501MC16,2501MC17,2501MC18,2501MC19,2501MC20,2501MC21,2501MC22,2501MC23,2501MC24,2501MC25,2501MC26,2501MC27,2501MC28,2501MC29,2501MC30,2501MC31,2501MC32,2501MC33,2501MC34,2501MC35,2501MC36,2501MC37,2501MC38,2501MC39,2501MC40,2501MC41,2501MC42,2501MC43,2501MC44,2501MC45,2501MC46,2501MC47,2501MC48,2501ME01,2501ME02,2501ME03,2501ME04,2501ME05,2501ME06,2501ME07,2501ME08,"
313,24-09-2025,Wednesday,Evening,CE2103,LT001,"2401CE41,2401CE42,2401CE43,2401CE44,2401CE45,2401CE46,2401CE47,2401CE48,2401CE49,2401CE50,2401CE51,2401CE52,2401CE53,2401CE54,2401CE55,2401CE56,2401CE57,2401CE58,2401CE60,2401CE61,2401CE62,2401CE63,2401CE64,2401EC56,2401EE51,2401EE53,2401EE54,2401EE55,2401MC56,2402GT01,2402GT02,2402GT03,2402GT04,2402GT06,2402GT07,2402GT08,2402MC11,2402MT09,2402ST01,2402ST03,2402ST04,2402ST05,2402ST06,2402ST07,2402ST08,2403CE01,2403CE02,2403CE03,2403CE04,"
314,24-09-2025,Wednesday,Evening,HS1101,LT002,"2501ME09,2501ME10,2501ME11,2501ME12,2501ME13,2501ME14,2501ME15,2501ME16,2501ME17,2501ME18,2501ME19,2501ME20,2501ME21,2501ME22,2501ME23,2501ME24,2501ME25,2501ME26,2501ME27,2501ME28,2501ME29,2501ME30,2501ME31,2501ME32,2501ME33,2501ME34,2501ME35,2501ME36,2501ME37,2501ME38,2501ME40,2501ME41,2501ME42,2501ME43,2501ME44,2501ME45,2501ME46,2501ME47,2501ME48,2501ME49,"
315,24-09-2025,Wednesday,Evening,CS3105,LT002,"2301AI01,2301AI02,2301AI03,2301AI04,2301AI05,2301AI06,2301AI07,2301AI08,2301AI09,2301AI10,2301AI11,2301AI12,2301AI13,2301AI14,2301AI15,2301AI16,2301AI17,2301AI18,2301AI19,2301AI20,2301AI21,2301AI22,2301AI23,2301AI24,2301AI25,2301AI26,2301AI28,2301AI29,2301AI30,2301AI31,2301AI32,2301AI33,2301AI34,2301AI35,2301AI36,"
316,24-09-2025,Wednesday,Evening,HS1101,LT003,"2501ME50,2501ME51,2501ME52,2501ME53,2501ME54,2501ME55,2501ME56,2501ME57,2501ME58,2501ME60,2501ME61,2501ME62,2501ME63,2501ME64,2501ME65,2501ME66,2501ME67,2501ME68,2501ME69,2501ME70,2501ME71,2501ME72,2501ME73,2501ME74,2501ME75,2501ME76,2501ME77,2501ME78,2501ME79,2501ME80,2501ME81,2501ME82,2501ME83,2501MM01,2501MM02,2501MM04,2501MM05,2501MM06,2501MM07,2501MM08,2501MM09,2501MM10,2501MM11,2501MM12,2501MM13,2501MM14,2501MM15,2501MM16,2501MM17,2501MM18,2501MM19,2501MM20,2501MM21,2501MM22,2501MM23,2501MM24,2501MM25,2501MM26,2501MM27,2501MM28,2501MM29,2501MM30,2501MM31,2501MM32,2501MM33,2501MM34,2501MM35,2501MM36,2501MM37,2501MM38,2501MM39,2501MM40,2501MM41,2501MM42,2501MM43,"
317,24-09-2025,Wednesday,Evening,CS411,LT003,"2201AI01,2201AI02,2201AI03,2201AI04,2201AI05,2201AI07,2201AI08,2201AI09,2201AI10,2201AI11,2201AI12,2201AI13,2201AI14,2201AI15,2201AI16,2201AI17,2201AI18,2201AI19,2201AI20,2201AI21,2201AI22,2201AI24,2201AI25,2201AI26,2201AI27,2201AI28,2201AI29,2201AI30,2201AI31,2201AI32,2201AI33,2201AI33,2201AI34,2201AI35,2201AI36,2201AI37,2201AI38,2201AI39,2201AI40,2201AI41,2201AI42,2201AI43,2201AI44,2201AI45,2201AI46,2201AI47,2201AI48,2201AI49,2201AI50,2201AI51,2201AI52,2201AI53,2201AI53,2201AI54,2201AI55,2201AI56,2201AI57,2201CS01,2201CS03,2201CS04,2201CS05,2201CS07,2201CS08,2201CS10,2201CS11,2201CS12,2201CS13,2201CS14,2201CS15,2201CS16,2201CS17,2201CS18,2201CS19,2201CS20,2201CS21,"
318,24-09-2025,Wednesday,Evening,HS1101,LT101,"2501PH01,2501PH02,2501PH03,2501PH04,2501PH05,2501PH06,2501PH07,2501PH08,2501PH09,2501PH10,2501PH11,2501PH12,2501PH13,2501PH14,2501PH15,2501PH16,2501PH17,2501PH18,2501PH19,2501PH20,2501PH21,2501PH22,2501PH23,2501PH24,2501PH25,2501PH26,2501PH27,2501PH28,2501PH29,2501PH30,2501PH31,2501PH32,2501PH33,2501PH34,2501PH35,2501PH36,2501PH37,2501PH38,2502CM01,2502CM02,2502CM03,2502CM04,2502CM05,2502CM06,2502CM07,2502CM08,2502CS01,2502CS02,2502CS03,2502CS04,"
319,24-09-2025,Wednesday,Evening,EC3105,LT101,"2301EC02,2301EC03,2301EC05,2301EC06,2301EC07,2301EC08,2301EC09,2301EC10,2301EC11,2301EC12,2301EC13,2301EC14,2301EC15,2301EC16,2301EC17,2301EC18,2301EC19,2301EC20,2301EC21,2301EC22,2301EC23,2301EC24,2301EC25,2301EC26,2301EC27,2301EC28,2301EC29,2301EC30,2301EC31,2301EC32,2301EC33,2301EC34,2301EC35,2301EC36,2301EC37,2301EC38,2301EC39,2301EC40,2301EC41,2301EC42,2301EC44,2301EC45,2301EC47,2301EC48,2301EC49,2301EC50,2301EC51,2301EC52,2301EC53,2301EC54,"
320,24-09-2025,Wednesday,Evening,HS1101,LT102,"2502CS05,2502CS06,2502CS07,2502CS08,2502CS09,2502GT01,2502GT02,2502GT03,2502GT04,2502GT06,2502GT09,2502MC01,2502MC02,2502MC03,2502MC04,2502MC05,2502MC06,2502MC07,2502MC08,2502MC10,2502MT01,2502MT02,2502MT03,2502MT04,2502MT05,2502MT06,2502MT07,2502MT08,2502MT09,2502MT10,2502PC01,2502PC02,2502PC03,2502PC04,2502PC05,2502PC06,2502PC07,2502PC08,2502PC09,2502PC10,"
321,24-09-2025,Wednesday,Evening,EC3105,LT102,"2301EC55,2301EC56,2301EC57,2301EC58,2301EC59,2301EC60,2301EE01,2301EE02,2301EE03,2301EE04,2301EE05,2301EE06,2301EE08,2301EE09,2301EE11,2301EE12,2301EE14,2301EE15,2301EE16,2301EE17,2301EE18,2301EE20,2301EE22,2301EE24,2301EE25,2301EE26,2301EE27,2301EE28,2301EE30,2301EE32,2301EE33,2301EE34,2301EE36,2301EE38,2301EE39,2301EE40,2301EE41,2301EE42,2301EE43,2301EE44,"
322,24-09-2025,Wednesday,Evening,HS1101,LT103,"2502ST01,2502ST02,2502ST03,2502ST04,2502ST05,2502ST06,2502ST07,2502ST08,2502ST09,2502ST10,2502VL01,2502VL02,2502VL03,2502VL04,2502VL06,2502VL07,2502VL08,2502VL09,2502VL10,2503AI01,2503AI02,2503AI03,2503AI04,2503CB01,2503CB02,2503CB03,2503CB04,2503CB05,2503CE01,2503CE02,2503CE03,2503CE04,2503CE05,2503CE06,2503CS01,2503CS02,2503CS03,2503CS04,2503CS05,2503CT01,2503CT02,2503CT03,2503EC01,2503EC02,2503EC03,2503EC04,2503EE01,2503EE02,2503EE03,2503EE04,2503EE05,2503EE06,2503ES01,2503ES02,2503ES03,2503ES04,2503ES05,2503MC01,2503MC02,2503MC03,2503MC04,2503MC05,2503ME01,2503ME02,2503ME03,2503ME04,2503ME05,2503ME06,2503ME07,2503ME08,2503ME09,2503ME10,2503ME11,2503ME12,2503ME13,"
